Accession	Length	Clade	Isolate	loc	Collection_Date	Host	clade_simple	fragment	region23	cluster
DQ489896	405	AL_Cosmopolitan_AF1b	RV1950	South Africa	2005	Bos taurus	Cosmopolitan_Clade	N	Southern Africa	7365
DQ489905	405	AL_Cosmopolitan_AF1b	RV1960	South Africa	2005	Vulpes vulpes	Cosmopolitan_Clade	N	Southern Africa	6449
AB284507	400	AL_Cosmopolitan_AF1b		Zambia	2000	Canis lupus familiaris	Cosmopolitan_Clade	N	Eastern Africa	6552
DQ194863	400	AL_Cosmopolitan_AF1b	RV1496	Namibia	2003	kudu	Cosmopolitan_Clade	N	Southern Africa	0
DQ194866	400	AL_Cosmopolitan_AF1b	RV1499	Namibia	2000	jackal	Cosmopolitan_Clade	N	Southern Africa	6580
DQ194868	400	AL_Cosmopolitan_AF1b	RV1501	Namibia	2000	jackal	Cosmopolitan_Clade	N	Southern Africa	6540
DQ194869	400	AL_Cosmopolitan_AF1b	RV1502	Namibia	2003	jackal	Cosmopolitan_Clade	N	Southern Africa	6590
DQ194874	400	AL_Cosmopolitan_AF1b	RV1507	Namibia	2003	jackal	Cosmopolitan_Clade	N	Southern Africa	6586
DQ194877	400	AL_Cosmopolitan_AF1b	RV1510	Namibia	2000	Canis familiaris	Cosmopolitan_Clade	N	Southern Africa	6556
DQ194880	400	AL_Cosmopolitan_AF1b	RV1514	Namibia	2003	Canis familiaris	Cosmopolitan_Clade	N	Southern Africa	0
DQ194882	400	AL_Cosmopolitan_AF1b	RV1517	Namibia	2003	Canis familiaris	Cosmopolitan_Clade	N	Southern Africa	0
DQ194884	400	AL_Cosmopolitan_AF1b	RV1519	Namibia	2003	hyena	Cosmopolitan_Clade	N	Southern Africa	6593
DQ194889	400	AL_Cosmopolitan_AF1b	RV1843	Namibia	1980	kudu	Cosmopolitan_Clade	N	Southern Africa	6582
DQ194890	400	AL_Cosmopolitan_AF1b	RV1875	Namibia	1980	Canis familiaris	Cosmopolitan_Clade	N	Southern Africa	0
DQ194900	400	AL_Cosmopolitan_AF1b	RV1841	South Africa	1980	jackal	Cosmopolitan_Clade	N	Southern Africa	6447
DQ194903	400	AL_Cosmopolitan_AF1b	RV135	South Africa	1980	kudu	Cosmopolitan_Clade	N	Southern Africa	0
DQ275561	930	AL_Africa-2	V828	Chad	2001	Canis familiaris	AL_Africa-2	P	Middle Africa	0
AY605005	593	AL_Cosmopolitan_AF1b	equ646	Zimbabwe	2003	15991708	Cosmopolitan_Clade	G	Eastern Africa	0
AY605006	593	AL_Cosmopolitan_AF1b	j19649	Zimbabwe	1991	15991708	Cosmopolitan_Clade	G	Eastern Africa	6793
AY605014	592	AL_Cosmopolitan_AF1b	lion29263	Zimbabwe	2003	15991708	Cosmopolitan_Clade	G	Eastern Africa	0
AY605032	589	AL_Cosmopolitan_AF1b	j27792	Zimbabwe	2001	15991708	Cosmopolitan_Clade	G	Eastern Africa	4847
AY605038	592	AL_Cosmopolitan_AF1b	j28522	Zimbabwe	2002	15991708	Cosmopolitan_Clade	G	Eastern Africa	0
AY502137	400	AL_Cosmopolitan_AF1b	RV749	Kenya	1995	-	Cosmopolitan_Clade	N	Eastern Africa	0
AY502138	400	AL_Cosmopolitan_AF1b	RV754	Kenya	1995	-	Cosmopolitan_Clade	N	Eastern Africa	7489
AY330744	405	AL_Cosmopolitan_ME2	RV396	Botswana	1990	Felis catus	Cosmopolitan_Clade	N	Southern Africa	0
AF325470	2092	AL_Cosmopolitan_AF1a	GAB1-DG	Gabon	1986	-	Cosmopolitan_Clade	G	Middle Africa	4933
AF325479	2091	AL_Cosmopolitan_AF1b	NGA1-HM	Nigeria	1983	Homo sapiens	Cosmopolitan_Clade	G	Western Africa	0
